S#No#,State Code,State Name ,District Code,District Name ,Sub-District Code,Sub-District Name,Village Code,Village Version,Village Name,Village Name Local,Village Status,Census 2001 Code,Census 2011 Code,SheetName,,,
3885,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,936361,1,Ghat Tokuna,,Inhabitant,,0,Report$,,,
3886,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,936363,1,Kanipora,,Inhabitant,,0,Report$,,,
3887,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,936347,1,Awantipora,,Inhabitant,,0,Report$,,,
3888,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3009,1,Malang Pora,,Inhabitant,183900,3009,Report$,,,
3889,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,2995,1,Larmoh Awan Pora,,Inhabitant,177400,2995,Report$,,,
3890,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,936364,1,Kandaypora,,Inhabitant,,0,Report$,,,
3891,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,936362,1,Gulzarpora,,Inhabitant,,0,Report$,,,
3892,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,936360,1,Beighpora,,Inhabitant,,0,Report$,,,
3893,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,2997,1,Hari Pari Gam,,Inhabitant,177700,2997,Report$,,,
3894,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3014,1,Dogri Pora,,Inhabitant,188000,3014,Report$,,,
3895,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3026,1,Kawni,,Inhabitant,199700,3026,Report$,,,
3896,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3012,1,Now Gam Ullar,,Inhabitant,187800,3012,Report$,,,
3897,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3027,2,Pad Gam Pora,,Inhabitant,183300,3027,Report$,,,
3898,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3028,2,Danger Pora,,Inhabitant,183300,3028,Report$,,,
3899,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,2987,2,Midoora,,Inhabitant,173600,2987,Report$,,,
3900,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3003,2,Goori Pora,,Inhabitant,180600,3003,Report$,,,
3901,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3004,2,Aghanzi Pora,,Inhabitant,183400,3004,Report$,,,
3902,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3010,2,Awan Pora,,Inhabitant,187600,3010,Report$,,,
3903,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3017,2,Chakher,,Inhabitant,188300,3017,Report$,,,
3904,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3007,2,Larki Pora,,Inhabitant,183700,3007,Report$,,,
3905,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3001,2,Udi Pora Chirath,,Inhabitant,180400,3001,Report$,,,
3906,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3002,2,Kanli Bagh,,Inhabitant,180500,3002,Report$,,,
3907,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,2998,2,K. Koot,,Inhabitant,177800,2998,Report$,,,
3908,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,2999,2,Noorpora,,Inhabitant,178200,2999,Report$,,,
3909,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,2986,2,Jawbrara,,Inhabitant,170200,2986,Report$,,,
3910,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,2985,2,Barsoo,,Inhabitant,170100,2985,Report$,,,
3911,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3008,2,Rakh Watal Pora,,Inhabitant,183800,3008,Report$,,,
3912,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3018,2,Renzi Pora,,Inhabitant,188400,3018,Report$,,,
3913,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3013,2,Reshipora,,Inhabitant,187900,3013,Report$,,,
3914,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3000,2,Sail,,Inhabitant,178300,3000,Report$,,,
3915,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,2991,2,Shahabad Bala,,Inhabitant,176300,2991,Report$,,,
3916,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,2989,2,Khankah,,Inhabitant,176100,2989,Report$,,,
3917,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,2994,2,Poshwan,,Inhabitant,177100,2994,Report$,,,
3918,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3006,3,Kanjinag,,Inhabitant,183600,3006,Report$,,,
3919,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,2996,3,Chersoo,,Inhabitant,177500,2996,Report$,,,
3920,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,2990,3,Goori Kadal,,Inhabitant,176200,2990,Report$,,,
3921,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3252,3,Rajpora Ullar,,Inhabitant,196500,3252,Report$,,,
3922,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,2992,3,Mirza Pora,,Inhabitant,176600,2992,Report$,,,
3923,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3019,3,Kerawa......,,Inhabitant,188700,3019,Report$,,,
3924,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,2993,3,Partappora,,Inhabitant,176700,2993,Report$,,,
3925,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,2988,3,Shahabad Payeen,,Inhabitant,176000,2988,Report$,,,
3926,1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora,3011,6,Tokuna,,Inhabitant,187700,3011,Report$,,,
3927,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,936379,1,Tral-e-Payeen,,Inhabitant,,0,Report$,,,
3928,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3091,1,Lariyar,,Inhabitant,177200,3091,Report$,,,
3929,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3076,1,Panir Jagir,,Inhabitant,175000,3076,Report$,,,
3930,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3064,1,Lal Gam,,Inhabitant,173800,3064,Report$,,,
3931,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3056,1,Gamraj,,Inhabitant,172900,3056,Report$,,,
3932,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3094,1,Chandri Gam,,Inhabitant,177900,3094,Report$,,,
3933,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3078,1,Pinglish,,Inhabitant,175200,3078,Report$,,,
3934,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,936378,2,Tral-e-Bala,,Inhabitant,,0,Report$,,,
3935,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3283,2,Laribal,,Inhabitant,179900,3283,Report$,,,
3936,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3095,2,Amlar,,Inhabitant,178000,3095,Report$,,,
3937,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3077,2,Nigeen Pora,,Inhabitant,175100,3077,Report$,,,
3938,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3073,2,Mandoora,,Inhabitant,174700,3073,Report$,,,
3939,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3071,2,Chewa Ullar,,Inhabitant,174500,3071,Report$,,,
3940,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3069,2,Arigam,,Inhabitant,174300,3069,Report$,,,
3941,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3061,2,Gulshan Pora,,Inhabitant,173400,3061,Report$,,,
3942,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3058,2,Kuchmulla,,Inhabitant,173100,3058,Report$,,,
3943,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3053,2,Chatro Gam,,Inhabitant,172600,3053,Report$,,,
3944,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3051,2,Mach Hama,,Inhabitant,172400,3051,Report$,,,
3945,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3081,2,Ratsona,,Inhabitant,175500,3081,Report$,,,
3946,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3088,2,Dadsara,,Inhabitant,176800,3088,Report$,,,
3947,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,936383,2,Koil Shikargah,,Inhabitant,,0,Report$,,,
3948,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3096,2,Bargam,,Inhabitant,178100,3096,Report$,,,
3949,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3089,2,Saimoh,,Inhabitant,176900,3089,Report$,,,
3950,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3086,2,Nowdal,,Inhabitant,176400,3086,Report$,,,
3951,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3085,2,Buchoo,,Inhabitant,175900,3085,Report$,,,
3952,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3084,2,Amirabad,,Inhabitant,175800,3084,Report$,,,
3953,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3075,2,Karmula,,Inhabitant,174900,3075,Report$,,,
3954,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3074,2,Bhatnoor,,Inhabitant,174800,3074,Report$,,,
3955,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3065,2,Naner,,Inhabitant,173900,3065,Report$,,,
3956,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3063,2,Aali Gund,,Inhabitant,173700,3063,Report$,,,
3957,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3055,2,Devar,,Inhabitant,172800,3055,Report$,,,
3958,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3052,2,Monghama,,Inhabitant,172500,3052,Report$,,,
3959,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3050,2,Lalpora,,Inhabitant,172300,3050,Report$,,,
3960,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3082,2,Sangrama,,Inhabitant,175600,3082,Report$,,,
3961,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3070,3,Nazneen Pora,,Inhabitant,174400,3070,Report$,,,
3962,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3093,3,Doonigund,,Inhabitant,177600,3093,Report$,,,
3963,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3068,3,Sherabad,,Inhabitant,174200,3068,Report$,,,
3964,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3092,3,Badipora,,Inhabitant,177300,3092,Report$,,,
3965,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3087,3,Baigund,,Inhabitant,176500,3087,Report$,,,
3966,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3079,3,Cheribugh,,Inhabitant,175300,3079,Report$,,,
3967,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3072,3,Shah Pora,,Inhabitant,174600,3072,Report$,,,
3968,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3067,3,Naibugh,,Inhabitant,174100,3067,Report$,,,
3969,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3066,3,Gulab Bagh,,Inhabitant,174000,3066,Report$,,,
3970,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3062,3,Bata Gund,,Inhabitant,173500,3062,Report$,,,
3971,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3083,3,Hardmir,,Inhabitant,175700,3083,Report$,,,
3972,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3060,3,Gaang,,Inhabitant,173300,3060,Report$,,,
3973,1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral,3054,4,Khasipora,,Inhabitant,172700,3054,Report$,,,
3974,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,936341,1,Washbugh,,Inhabitant,,0,Report$,,,
3975,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3171,1,Gangoo,,Inhabitant,187000,3171,Report$,,,
3976,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3105,1,Tumchi Nowpora,,Inhabitant,179200,3105,Report$,,,
3977,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3209,1,Trichal,,Inhabitant,191900,3209,Report$,,,
3978,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3210,1,Naira,,Inhabitant,192000,3210,Report$,,,
3979,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3211,1,Janda Wal,,Inhabitant,192100,3211,Report$,,,
3980,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,936342,1,Sirnoo,,Inhabitant,,0,Report$,,,
3981,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,936343,1,Prichoo,,Inhabitant,,0,Report$,,,
3982,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3169,1,Bara Pora,,Inhabitant,186700,3169,Report$,,,
3983,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3167,1,Karimabad,,Inhabitant,186500,3167,Report$,,,
3984,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3166,1,Mong Hama,,Inhabitant,186400,3166,Report$,,,
3985,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3212,1,Nowhar Mal Pora,,Inhabitant,192200,3212,Report$,,,
3986,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,936340,1,Pulwama,,Inhabitant,,0,Report$,,,
3987,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3179,1,Payer,,Inhabitant,188800,3179,Report$,,,
3988,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3195,1,Mitri Gam,,Inhabitant,190400,3195,Report$,,,
3989,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3253,1,Ari Hal,,Inhabitant,196600,3253,Report$,,,
3990,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3104,1,Wanpora,,Inhabitant,179100,3104,Report$,,,
3991,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3205,1,Baba Har,,Inhabitant,191500,3205,Report$,,,
3992,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3154,1,Inder,,Inhabitant,185200,3154,Report$,,,
3993,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3228,1,Bandzoo,,Inhabitant,194100,3228,Report$,,,
3994,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3174,2,Mugal Pora,,Inhabitant,187300,3174,Report$,,,
3995,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3284,2,Wagum,,Inhabitant,186800,3284,Report$,,,
3996,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3181,2,Much Pora,,Inhabitant,189000,3181,Report$,,,
3997,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3139,2,Karewa Lajoora,,Inhabitant,183000,3139,Report$,,,
3998,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3190,2,Tanghar,,Inhabitant,189900,3190,Report$,,,
3999,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3186,2,Deeri,,Inhabitant,189500,3186,Report$,,,
4000,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3155,2,Newa,,Inhabitant,185300,3155,Report$,,,
4001,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3142,2,Lajoora,,Inhabitant,184000,3142,Report$,,,
4002,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3285,2,Chinar Bagh,,Inhabitant,186800,3285,Report$,,,
4003,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3170,2,Hanji Khaloo,,Inhabitant,186900,3170,Report$,,,
4004,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3138,2,Mahirud Uterpora,,Inhabitant,182900,3138,Report$,,,
4005,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3203,2,Tiken Batpora,,Inhabitant,191300,3203,Report$,,,
4006,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3137,2,Rakh Lajoora,,Inhabitant,182800,3137,Report$,,,
4007,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3141,2,Kululoo,,Inhabitant,183200,3141,Report$,,,
4008,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3144,2,Gund Zabar,,Inhabitant,184200,3144,Report$,,,
4009,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,936346,2,Harigud,,Inhabitant,,0,Report$,,,
4010,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3149,2,Pinglena,,Inhabitant,184700,3149,Report$,,,
4011,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3157,2,Nowpora Nowgam,,Inhabitant,185500,3157,Report$,,,
4012,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3158,2,Dafar Pora,,Inhabitant,185600,3158,Report$,,,
4013,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3156,2,Ugar Gund,,Inhabitant,185400,3156,Report$,,,
4014,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3152,2,Urcharsoo,,Inhabitant,185000,3152,Report$,,,
4015,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3250,2,Chandi Pora,,Inhabitant,196300,3250,Report$,,,
4016,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3153,2,Urbagh,,Inhabitant,185100,3153,Report$,,,
4017,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3226,2,Tahab,,Inhabitant,193900,3226,Report$,,,
4018,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3183,2,Thmuna,,Inhabitant,189200,3183,Report$,,,
4019,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3227,2,Rajmal,,Inhabitant,194000,3227,Report$,,,
4020,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3201,2,Dadoora,,Inhabitant,191100,3201,Report$,,,
4021,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3214,2,Naw Nagri,,Inhabitant,192400,3214,Report$,,,
4022,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3172,2,Uthoora,,Inhabitant,187100,3172,Report$,,,
4023,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3178,2,Bander Pora,,Inhabitant,188600,3178,Report$,,,
4024,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3140,2,Puchal,,Inhabitant,183100,3140,Report$,,,
4025,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3101,2,Ban Gund,,Inhabitant,178800,3101,Report$,,,
4026,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3176,2,Koil,,Inhabitant,187500,3176,Report$,,,
4027,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3182,2,Drusoo,,Inhabitant,189100,3182,Report$,,,
4028,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3162,2,Wahi Bugh,,Inhabitant,186000,3162,Report$,,,
4029,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3185,2,Murran,,Inhabitant,189400,3185,Report$,,,
4030,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3194,2,Frastpora,,Inhabitant,190300,3194,Report$,,,
4031,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3200,2,Shanker Pora,,Inhabitant,190900,3200,Report$,,,
4032,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3165,2,Chewa Khurud,,Inhabitant,186300,3165,Report$,,,
4033,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3130,2,Malwari,,Inhabitant,182100,3130,Report$,,,
4034,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3173,2,Pathan,,Inhabitant,187200,3173,Report$,,,
4035,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3175,2,Teng Pora,,Inhabitant,187400,3175,Report$,,,
4036,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3159,2,Loos Wani,,Inhabitant,185700,3159,Report$,,,
4037,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3164,2,Ashmendar,,Inhabitant,186200,3164,Report$,,,
4038,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3160,2,Zadoora,,Inhabitant,185800,3160,Report$,,,
4039,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3161,2,Naranow Pora,,Inhabitant,185900,3161,Report$,,,
4040,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3106,2,Pari Gam,,Inhabitant,179300,3106,Report$,,,
4041,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3108,2,Khalisa Parigam,,Inhabitant,179500,3108,Report$,,,
4042,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3128,2,Urwan,,Inhabitant,181900,3128,Report$,,,
4043,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3208,2,Chatripora Palpora,,Inhabitant,191800,3208,Report$,,,
4044,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,936345,3,Karewa Rambirpor,,Inhabitant,,0,Report$,,,
4045,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3177,3,Wakher Wan,,Inhabitant,188500,3177,Report$,,,
4046,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3184,3,Kangan,,Inhabitant,189300,3184,Report$,,,
4047,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3206,3,Bunoora,,Inhabitant,191600,3206,Report$,,,
4048,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3103,3,Hanipora Chatinhama,,Inhabitant,179000,3103,Report$,,,
4049,1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama,3168,3,Gudoora,,Inhabitant,186600,3168,Report$,,,
4050,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,936371,1,Qazigund,,Inhabitant,,0,Report$,,,
4051,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,936370,1,Leraw,,Inhabitant,,0,Report$,,,
4052,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3280,2,Kaka Pora,,Inhabitant,179900,3280,Report$,,,
4053,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3150,2,Badi Bagh,,Inhabitant,184800,3150,Report$,,,
4054,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3131,2,Singo Narbal,,Inhabitant,182200,3131,Report$,,,
4055,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3121,2,Naman,,Inhabitant,181200,3121,Report$,,,
4056,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3102,2,Loli Pora,,Inhabitant,178900,3102,Report$,,,
4057,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3148,2,Mandina,,Inhabitant,184600,3148,Report$,,,
4058,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3143,2,Talan Gam,,Inhabitant,184100,3143,Report$,,,
4059,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3126,2,Kisri Gam,,Inhabitant,181700,3126,Report$,,,
4060,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3117,2,Ratni Pora,,Inhabitant,180800,3117,Report$,,,
4061,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3099,2,Nihama,,Inhabitant,178600,3099,Report$,,,
4062,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3097,2,Kandizal,,Inhabitant,178400,3097,Report$,,,
4063,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3080,2,Lari Bal,,Inhabitant,175400,3080,Report$,,,
4064,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3124,2,Pingal Gam,,Inhabitant,181500,3124,Report$,,,
4065,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3118,2,Mir Bagh,,Inhabitant,180900,3118,Report$,,,
4066,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3145,3,Narwa,,Inhabitant,184300,3145,Report$,,,
4067,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3133,3,Rakh Pahoo,,Inhabitant,182400,3133,Report$,,,
4068,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3123,3,Kousi Bagh,,Inhabitant,181400,3123,Report$,,,
4069,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3114,3,Resipora Chirat,,Inhabitant,180200,3114,Report$,,,
4070,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3120,3,Doh Gam,,Inhabitant,181100,3120,Report$,,,
4071,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3111,3,Sather Gund,,Inhabitant,179800,3111,Report$,,,
4072,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3100,3,Marwal,,Inhabitant,178700,3100,Report$,,,
4073,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3282,3,Ukhoo,,Inhabitant,179900,3282,Report$,,,
4074,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3281,3,Mirpora,,Inhabitant,179900,3281,Report$,,,
4075,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,2981,3,Samboora,,Inhabitant,169800,2981,Report$,,,
4076,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3151,3,Gundi Pora,,Inhabitant,184900,3151,Report$,,,
4077,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3147,3,Senzi Wathroo,,Inhabitant,184500,3147,Report$,,,
4078,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3146,3,Bag-i-Trich,,Inhabitant,184400,3146,Report$,,,
4079,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3134,3,Taki Safullah,,Inhabitant,182500,3134,Report$,,,
4080,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3127,3,Kati Bugh,,Inhabitant,181800,3127,Report$,,,
4081,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3132,3,Hakri Pora,,Inhabitant,182300,3132,Report$,,,
4082,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3125,3,Gundi Bagh,,Inhabitant,181600,3125,Report$,,,
4083,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3116,3,Gul Bugh,,Inhabitant,180700,3116,Report$,,,
4084,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3115,3,Monveji,,Inhabitant,180300,3115,Report$,,,
4085,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3113,3,Bander Pora Chirat,,Inhabitant,180100,3113,Report$,,,
4086,1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora,3119,3,Pahoo,,Inhabitant,181000,3119,Report$,,,
